event_id,video,frame_id,video_time_sec,type,type_cn,confidence,direction,message,bbox,source_frame_ids
2-blind_road_occupied-395,2,395,13.621,blind_road_occupied,盲道占用,0.7545,front,前方盲道被占用，请注意绕行。,"[131, 572, 392, 960]","[394, 395]"
2-blind_road_occupied-400,2,400,13.793,blind_road_occupied,盲道占用,0.8253,front,前方盲道被占用，请注意绕行。,"[134, 631, 389, 960]","[399, 400]"
2-blind_road_occupied-405,2,405,13.966,blind_road_occupied,盲道占用,0.7482,front,前方盲道被占用，请注意绕行。,"[134, 662, 392, 959]","[404, 405]"
2-blind_road_occupied-410,2,410,14.138,blind_road_occupied,盲道占用,0.6121,front,前方盲道被占用，请注意绕行。,"[181, 710, 397, 959]","[409, 410]"
2-blind_road_occupied-415,2,415,14.31,blind_road_occupied,盲道占用,0.7217,front,前方盲道被占用，请注意绕行。,"[176, 505, 405, 960]","[414, 415]"
2-blind_road_occupied-420,2,420,14.483,blind_road_occupied,盲道占用,0.7172,front,前方盲道被占用，请注意绕行。,"[157, 530, 407, 960]","[419, 420]"
2-blind_road_occupied-425,2,425,14.655,blind_road_occupied,盲道占用,0.6744,front,前方盲道被占用，请注意绕行。,"[147, 509, 418, 960]","[424, 425]"
2-blind_road_occupied-431,2,431,14.862,blind_road_occupied,盲道占用,0.6069,front,前方盲道被占用，请注意绕行。,"[157, 562, 366, 869]","[430, 431]"
2-blind_road_occupied-436,2,436,15.034,blind_road_occupied,盲道占用,0.8718,front,前方盲道被占用，请注意绕行。,"[150, 596, 363, 951]","[435, 436]"
2-blind_road_occupied-441,2,441,15.207,blind_road_occupied,盲道占用,0.6492,front,前方盲道被占用，请注意绕行。,"[117, 619, 366, 960]","[440, 441]"
2-blind_road_occupied-446,2,446,15.379,blind_road_occupied,盲道占用,0.8096,front,前方盲道被占用，请注意绕行。,"[141, 646, 371, 959]","[445, 446]"
2-blind_road_occupied-451,2,451,15.552,blind_road_occupied,盲道占用,0.7556,front,前方盲道被占用，请注意绕行。,"[241, 428, 326, 540]","[450, 451]"
